pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,1,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,3.6001053,0.0000083,-0.000008,0,0.04178,0.00079,-0.00079,0,0.403,0.016,-0.014,0,0.036,0.001,-0.001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.21,-0.1,0,,,,,,,,,88,1.2,-0.6,0,2454966.26,0.0018,-0.0018,0,BJD,0,0.4,0.17,-0.25,0,,,,,,,,,11.951,0.046,-0.046,0,0.00491,0.00017,-0.00014,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,K,5046,74,-74,0,0.75,0.01,-0.01,0,0.76,0.04,-0.04,0,-0.55,0.07,-0.07,0,[Fe/H],,,,,4.56,0.01,-0.01,0,11.23,0.91,-0.99,0,2.493,0.028,-0.028,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,1/29/2015,2015-02,1/29/2015,4,1,0,0,0,0
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,3.60011885,0.00000365,-0.00000365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454955.459,0.003093,-0.003093,0,BJD,0,,,,,0.0027,,,0,2.4741,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5058,111.24,-110.93,0,0.8,0.04,-0.04,0,0.84,0.12,-0.07,0,-0.37,0.1,-0.1,0,[M/H],-0.425,0.011,-0.009,0,4.56,0.08,-0.08,0,,,,,2.3237,0.5225,-0.5443,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,7/26/2016,2016-07,7/28/2016,4,1,0,0,0,0
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,0.577,0.04,-0.026,0,0.051,0.004,-0.002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.74,4.18,-4.14,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4947,99,-99,0,0.83,0.04,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,9/4/2018,2018-10,9/6/2018,4,1,0,0,0,0
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.60011712,0.00001624,-0.00001624,0,0.0407,,,0,0.5,0.04,-0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,182.81,61.49,-33.31,0,938,,,0,89.88,,,0,2454966.26,0.00355,-0.00355,0,BJD,0,0.025,0.415,-0.025,0,0.00502,0.00027,-0.00027,0,2.396,0.112,-0.112,0,11.56,1.4,-1.4,0,0.00634,0.00034,-0.00015,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5051,177,-141,0,0.72,0.06,-0.03,0,0.69,0.1,-0.03,0,-0.36,0.35,-0.15,0,[Fe/H],,,,,4.56,0.03,-0.02,0,,,,0,2.2568,0.2776,-0.9087,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,5/8/2017,8/31/2017 0:00,5/8/2017,4,1,0,0,0,0
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,3.60011712,0.00001624,-0.00001624,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,2454966.26,0.00355,-0.00355,0,BJD,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5058,111.24,-110.93,0,0.8,0.04,-0.04,0,0.84,0.12,-0.07,0,-0.37,0.1,-0.1,0,[M/H],-0.425,0.011,-0.009,0,4.56,0.08,-0.08,0,,,,,2.3237,0.5225,-0.5443,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,9/25/2018,8/16/2018,9/25/2018,4,1,0,0,0,0
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,3.60010616,0.00000824,-0.00000824,0,0.0392,,,0,0.31,0.03,-0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,131.31,50.55,-31.36,0,863,,,0,88.24,,,0,2454966.261,0.00191,-0.00191,0,BJD,0,0.356,0.0833,-0.356,0,0.00275,0.0001,-0.0001,0,2.0452,0.0592,-0.0592,0,12.65,3.7,-3.7,0,0.0048,0.00011,-0.00017,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5032,182,-178,0,0.59,0.06,-0.04,0,0.62,0.05,-0.04,0,-0.96,0.32,-0.3,0,[Fe/H],,,,,4.68,0.04,-0.05,0,,,,0,2.9558,0.86,-0.6302,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,11/18/2014,12/4/2014,11/18/2014,4,1,0,0,0,0
Kepler-444 b,Kepler-444,b,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,3.60010616,0.00000824,-0.00000824,0,0.0392,,,0,0.31,0.03,-0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,131.31,50.55,-31.36,0,863,,,0,88.24,,,0,2454966.261,0.00191,-0.00191,0,BJD,0,0.356,0.0833,-0.356,0,0.00275,0.0001,-0.0001,0,2.0452,0.0592,-0.0592,0,12.65,3.7,-3.7,0,0.0048,0.00011,-0.00017,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5032,182,-178,0,0.59,0.06,-0.04,0,0.62,0.05,-0.04,0,-0.96,0.32,-0.3,0,[Fe/H],,,,,4.68,0.04,-0.05,0,,,,0,2.9558,0.86,-0.6302,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,11/21/2014,12/18/2014,11/21/2014,4,1,0,0,0,0
Kepler-444 c,Kepler-444,c,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.54587844,0.00000692,-0.00000692,0,0.0458,,,0,0.39,0.04,-0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,96.19,37.04,-22.97,0,799,,,0,88.81,,,0,2454964.523,0.00129,-0.00129,0,BJD,0,0.3425,0.1099,-0.3425,0,0.0044,0.00012,-0.00012,0,1.7367,0.0373,-0.0373,0,18.93,4.8,-4.8,0,0.00606,0.00011,-0.0002,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5032,182,-178,0,0.59,0.06,-0.04,0,0.62,0.05,-0.04,0,-0.96,0.32,-0.3,0,[Fe/H],,,,,4.68,0.04,-0.05,0,,,,0,6.207,1.5855,-1.3063,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,11/21/2014,12/18/2014,11/21/2014,5,1,0,0,0,0
Kepler-444 c,Kepler-444,c,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.54587844,0.00000692,-0.00000692,0,0.0458,,,0,0.39,0.04,-0.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,96.19,37.04,-22.97,0,799,,,0,88.81,,,0,2454964.523,0.00129,-0.00129,0,BJD,0,0.3425,0.1099,-0.3425,0,0.0044,0.00012,-0.00012,0,1.7367,0.0373,-0.0373,0,18.93,4.8,-4.8,0,0.00606,0.00011,-0.0002,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5032,182,-178,0,0.59,0.06,-0.04,0,0.62,0.05,-0.04,0,-0.96,0.32,-0.3,0,[Fe/H],,,,,4.68,0.04,-0.05,0,,,,0,6.207,1.5855,-1.3063,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,8/25/2015,9/24/2015,8/25/2015,5,1,0,0,0,0
Kepler-444 c,Kepler-444,c,,HIP 94931,TIC 394172596,Gaia DR2 2101486923385239808,0,3,5,0,0,Transit,2015,<a refstr=CAMPANTE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..170C/abstract target=ref>Campante et al. 2015</a>,2015-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.54586982,0.00001253,-0.00001253,0,0.0475,,,0,0.65,0.05,-0.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,134.21,45.15,-24.45,0,868,,,0,88.05,,,0,2454964.524,0.00235,-0.00235,0,BJD,0,0.563,0.341,-0.347,0,0.00765,0.00036,-0.00036,0,1.756,0.0709,-0.0709,0,16.55,7.2,-7.2,0,0.00824,0.00168,-0.00036,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5051,177,-141,0,0.72,0.06,-0.03,0,0.69,0.1,-0.03,0,-0.36,0.35,-0.15,0,[Fe/H],,,,,4.56,0.03,-0.02,0,,,,0,4.1524,3.5909,-0.0842,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m00.68s,289.7528323,+41d37m54.78s,41.631884,12.89062,73.36096,62.79019,303.53459,639.252787,0.0513294,-0.0513294,94.6824,0.0550579,-0.0550579,-632.202,0.0512427,-0.0512427,36.4396,0.0395,-0.0394,27.4137,0.029474,-0.029474,9.685,0.031,-0.031,8.87,0.03,-0.03,7.244,0.026,-0.026,6.772,0.047,-0.047,6.703,0.02,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643251,0.000336,-0.000336,,,,8.1115,0.0061,-0.0061,8.717,,,5/8/2017,8/31/2017 0:00,5/8/2017,5,1,0,0,0,0
